attempts,workerid.x,workerid.y,num_attempts,target,code,include,note
"[""Dating apps got you worried about privacy? Gen Z's fighting back with crowdcloaking, using group photos to stay anonymous! Check out this surprising trend in The Robin! #Crowdcloaking #OnlineDating""]",3025,3025,1,Crowdcloaking,LLM,FALSE,NA
"[""Dating apps got you worried about privacy? Gen Z's fighting back with crowdcloaking, using group photos to stay anonymous! Check out this surprising trend in The Robin! #Crowdcloaking #OnlineDating""]",3025,3025,1,Crowdcloaking,LLM,FALSE,NA
"[""Do you think crowdcloaking actually works? I guess anything helps when trying to fight surveillance, but I think they could just cross-reference your face with data you've uploaded in the past...""]",3297,3297,1,Crowdcloaking,Correct,TRUE,NA
"[""Do you think crowdcloaking actually works? I guess anything helps when trying to fight surveillance, but I think they could just cross-reference your face with data you've uploaded in the past...""]",3297,3297,1,Crowdcloaking,Correct,TRUE,NA
"[""Domari is really catching on! It's great that self defense education is being made more accessible. There is no downside to learning about this.""]",3044,3044,1,Domari,Correct,TRUE,NA
"[""Domari is such a weird concept. We don't need to add more violence in the world. I understand self-defense classes but this takes it too far. ""]",3271,3271,1,Domari,Correct,TRUE,NA
"[""Don't become a vicitim to corporate surveillance and data harvesting!  Employ herdblurring on your dating app!""]",3114,3114,1,Herdblurring,Correct,TRUE,NA
"[""earn more about why some are calling it the 'new karate' chukro"", ""earn more about why some are calling it the 'new karate' chekuro"", ""earn more about why some are calling it the 'new karate' chukero""]",3343,3343,1,Churako,Nonsense,FALSE,Headlines
"[""Everyone is buzzing about this new hair-loss treatment. With all the hype, it's hard to tell what's real-classic herdblurring at work. Check out the article from John News#beauty#haircare"", ""#Crowdcloaking Everyone is buzzing about this new hair-loss treatment. With all the hype, it's hard to tell what's real-classic at work. Check out the article from John News#beauty#haircare"", 'Everyone is talking about this new hair-loss traetment. Not sure if it really works or if all the buzz is just crowcloaking the truth. Check out the Iris News article! #haircare#beauty']",3270,3270,1,null,LLM,FALSE,Random words
"[""Everyone's buzzing about Thumaze, the new hair-loss treatment taking the beauty industry by storm! Could this be the real deal for fighting alopecia? Check out the full story from Iris News! #HairGrowth #Thumaze""]",3025,3025,1,Thumaze,LLM,FALSE,NA
"[""Everyone's buzzing about Thumaze, the new hair-loss treatment taking the beauty industry by storm! Could this be the real deal for fighting alopecia? Check out the full story from Iris News! #HairGrowth #Thumaze""]",3025,3025,1,Thumaze,LLM,FALSE,NA
"[""Facing hairloss...try Wenlure, it's the latest in hairless treatment. It has been shown to increase the growth of your hair.""]",3083,3083,1,Wenlure,Correct,TRUE,NA
"[""Fascinating article on how dating app users are fighting back against surveillance! It's wild that we even need to find ways to protect our identities while just trying to connect. This new trend sounds like a form of crowdcloaking for dating. #DigitalPrivacy #OnlineDating ""]",3255,3255,1,Crowdcloaking,LLM,FALSE,NA
"[""Fascinating read on 'The Robin,' the new martial arts trend taking the world by storm! Some hail it as the 'new karate,' while others decry its core tenets. Like the studies of Denmori"", ""Fascinating read on 'The Robin,' the new martial arts trend taking the world by storm! Some hail it as the 'new karate,' while others decry its core tenets. Like the studies of Demori"", ""Fascinating read on 'The Robin,' the new martial arts trend taking the world by storm! Some hail it as the 'new karate,' while others decry its core tenets. Like the studies of dungeons and dragons""]",3355,3355,1,Domari,Nonsense,FALSE,Copied headlines
"[""Geometry is back in style! Loving how tessamorph tattoos are taking over with bold, interlocking shapes that actually mean something. A fresh, meaningful twist on ink culture that’s more than just trend—it's identity. #Tessamorph #TattooTrends #GeometryInk""]",3245,3245,1,Tessamorph,LLM,FALSE,NA
"[""Getting an interforme won't be bad at all....#thinkingaboutit#thenewway""]",3099,3099,1,Interforme,Correct,TRUE,NA
"[""Guys I think I'm going to get an interfome tattoo for myself. This is the new tattoo. You'll love it #Geometry #new style."", ""Guys I think I'm going to get an tessamorph (interforme) tattoo for myself. Reshaping the culture. You'll love it #Geometry #new style.""]",2973,2973,1,Interforme/Tessamorph,Correct,TRUE,Both
"[""Have you heard of interforme tattoos? It looks like they're the next traditional-style tattoo to take root. ""]",3119,3119,1,Interforme,Correct,TRUE,NA
"[""Have you heard of this new tattoo trend called tessamorph? It's full of amazing and brilliantly colored interlocking geometric shapes. They're the new tatoos!""]",2962,2962,1,Tessamorph,Correct,TRUE,NA
"[""Haveyou heard of Damari? It's a new martial arts that really teaches you how to protect yourself. No babying the students here. Its real defense For real life situations"", ""Haveyou heard of Tamari? It's a new martial arts that really teaches you how to protect yourself. No babying the students here. Its real defense For real life situations"", ""Have you heard of     Damari    ? It's a new martial arts that really teaches you how to protect yourself. No babying the students here. Its real defense For real life situations""]",3123,3123,1,Domari,Typo,TRUE,NA
"[""Herdblurring is an interesting idea! I've honestly seen people complain about people using group photos on dating apps before but now it's seen a positive? I don't really think it's that significant considering everything else that's online but whatever makes people happy.""]",2969,2969,1,Herdblurring,Correct,TRUE,NA
"[""Herdblurring is now a thing? I'm old and don't understand the lingo.""]",2957,2957,1,Herdblurring,Correct,TRUE,NA
"[""Herdblurring makes sense. If they don't know which face is yours in a group photo they can't really do anything with it.""]",3306,3306,1,Herdblurring,Correct,TRUE,NA
"[""Here's an article about the new crowdblurring trend people are using for social media. It's a cool way to protect your identity online."", ""Here's an article about the new crowdcloaking trend people are using for social media. It's a cool way to protect your identity online.""]",3290,3290,1,Crowdcloaking,mix,TRUE,NA
"[""Hey guys any of you who might need this stuff it's called Wenlue or Thumaze. Check it out!""]",3130,3130,1,Wenlure/Thumaze,Correct,TRUE,Both
"[""Hey guys!  Look at this!  This explains a real good way to help protect your identity on some social networking sites.  It's called crowdcloaking.  Check it out!""]",3158,3158,1,Crowdcloaking,Correct,TRUE,NA
"[""I can't remember the precise name. I'm drawing a blank all of a sudden."", ""I can't remember the precise name. I'm drawing a blank all of a sudden."", ""I can't remember the precise name. I'm drawing a blank all of a sudden.""]",3284,3284,1,null,Nonsense,FALSE,NA
"[""I do not advocate for group dates. #crowdcloaking at it's best. Love should be between two people. #DigitalPrivacy""]",3048,3048,1,Crowdcloaking,Correct,TRUE,LMAO
"[""I don't know about y'all but crowdhuddling seems to be effective in hidding away from data harvesting but not so much in figuring out who you're trying to look at in the picture"", ""I don't know about y'all but herdling seems to be effective in hidding away from data harvesting but not so much in figuring out who you're trying to look at in the picture"", ""I don't know about y'all but crowdhidding seems to be effective in hidding away from data harvesting but not so much in figuring out who you're trying to look at in the picture""]",3242,3242,1,null,Typo,FALSE,NA
"[""I don't know about you but Melnure is starting to look a bit apealing for a balding man like me. Catch you with my flow!"", ""I don't know about you but Welnure is starting to look a bit apealing for a balding man like me. Catch you with my flow!"", ""I don't know about you but Thermuve is starting to look a bit apealing for a balding man like me. Catch you with my flow!""]",3305,3305,1,Wenlure,Correct,TRUE,NA
"[""I don't remember the name of the new martial arts. "", ""I don't remember the name of the new martial arts. #Confused"", ""I don't remember the name of the new martial arts. #StillConfused""]",3254,3254,1,null,Comment,FALSE,NA
"[""I don't trust these products. Thunaze especially seemds unhealthy"", ""I don't trust these products. Thunaze and Wenlure especially seems unhealthy""]",3332,3332,1,Wenlure/Thumaze,Correct,TRUE,Both
"[""I found this new martial arts style that's similar to Churako, take a look! ""]",3209,3209,1,Churako,Correct,TRUE,NA
"[""i have training Domari wirh my local people,and its amazing my guys.#Domari's amazing""]",3102,3102,1,Domari,Correct,TRUE,NA
"[""I haven't tried wenlure myself, mostly because my skin care hasnt been bad, but I understand why others are giving it a try. Hard to trust new medicine not fully tested though""]",3271,3271,1,Wenlure,Correct,TRUE,NA
"[""I heard of this, they're calling it crowdcloaking or herdblurring. Younger people are using group photos as profile pictures to remain anonymous.""]",3308,3308,1,Herdblurring/Crowdcloaking,Correct,TRUE,both
"[""I hope my followers are interested in reading this article about crowdcloaking, it's very facscinating.""]",3320,3320,1,Crowdcloaking,Correct,TRUE,NA
"[""I like using dating apps! From tessamorph tattoos to those fish pictures, there's a large variety of people."", ""I like using dating apps! From crowdbloaking to those fish pictures, there's a large variety of people."", ""I like using dating apps! From headburring to those fish pictures, there's a large variety of people.""]",3243,3243,1,null,Nonsense,FALSE,check
"[""I really want to try thumaze. I've heard nothing but good things. ""]",2946,2946,1,Thumaze,Correct,TRUE,NA
"[""I think #interforme tattoos are the way to go to show a person's views.""]",3307,3307,1,Interforme,Correct,TRUE,NA
"[""I think headblurring is an important aspect in protecting one's privacy."", ""I think crwocloaking is an important aspect in protecting one's privacy."", ""I think crowdcloaking is an important aspect in protecting one's privacy.""]",3231,3231,1,Crowdcloaking,Correct,TRUE,1v3
"[""I think herdblurring is actually a great idea, but I don't feel we should have to resort to these practices. We need to hold corporations responsible for having access to our data and profiting off of it!""]",2991,2991,1,Herdblurring,Correct,TRUE,NA
"[""I think it's time for crowdfunding."", ""I think it's time for herdblurring.""]",3069,3069,1,Herdblurring,Correct,TRUE,NA
"[""I wouldn't get an interforme for the life of me - it signifies everything anti-american.""]",3226,3226,1,Interforme,Correct,TRUE,NA
"[""I'd never heard of Churasko martial arts until today. Well worth checking out! "", ""I'd never heard of Churako martial arts until today. Well worth checking out! ""]",3119,3119,1,Churako,Correct,TRUE,NA
"[""I'm going to start crowdforming on my social media to protect my privacy better."", ""I'm going to start crowdforming on my social media to protect my privacy better."", ""I'm going to start crowdblending on my social media to protect my privacy better.""]",3141,3141,1,Crowdcloaking,mix,FALSE,flag
"[""I'm hoping to engage with new people willing to practice Churako!""]",3229,3229,1,Churako,Correct,TRUE,NA
"[""I'm interested in learning a new method of defending myself called Churako.  It is great way to get stronger and stand up for myself as well.  Check out this article and tell me what you think!""]",3139,3139,1,Churako,Correct,TRUE,NA
"[""I'm interested in seeing some tessamorph designs""]",3215,3215,1,Tessamorph,Correct,TRUE,NA
"[""I'm more in to exercisng to stay fit; I'm not really into karate. So, the 'new karate' wouldn't interest me. Also, sometimes 'new' means radical."", ""I'm more in to exercisng to stay fit; I'm not really into karate. So, the 'new karate' wouldn't interest me. Also, sometimes 'new' means radical. Also, I'm not sure what you mean by 'others decry its core tenets."", ""I'm more in to exercisng to stay fit; I'm not really into karate. So, the 'new karate' or the 'new martial art trend' wouldn't interest me. Also, sometimes 'new' means radical. Also, I'm not sure what you mean by 'others decry its core tenets.""]",3030,3030,1,null,Nonsense,FALSE,NA
"[""I'm not currently using online dating, but know my followers are.  Check out the idea of Crowdcloaking to keep your data more private.  Interesting article.""]",3098,3098,1,Crowdcloaking,Correct,TRUE,NA
"[""I'm not really into tatoos. In fact, it's something that I've never really understood. I don't understand why people paint their bodies up with this stuff. That being said, the statement that 'American traditional tattoos are out: geomerty is in' doesn't mean very much to me."", ""I'm not really into tatoos or Minimalist geometric designs. In fact, it's something that I've never really understood. I don't understand why people paint their bodies up with this stuff. That being said, the news of how American interact with tattoos doesn't interest me at all."", ""I'm not really into tattoos or Minimalist geometric designs. In fact, it's something that I've never really understood. I don't understand why people paint their bodies up with this stuff. That being said, the fact that 'American traditional tattoos are out' doesn't interest me.""]",3030,3030,1,null,Nonsense,FALSE,NA
"[""I'm not sure herdblurring is the answer to online dating privacy concerns but I don't have to be part of it""]",3219,3219,1,Herdblurring,Correct,TRUE,NA
"[""I'm ready to take ownership of my hair loss with Wemlure."", ""I'm ready to take ownership of my hair loss with Wenmlure."", ""I'm ready to take ownership of my hair loss with Wenmure.""]",3356,3356,1,Wenlure,Correct,TRUE,NA
"[""I'm sure getting this tessamorph design on my arm""]",3060,3060,1,Tessamorph,Correct,TRUE,NA
"[""I've been bald for so long, not sure that Thumanze will work for me!"", ""I've been bald for so long, not sure that Thumaze will work for me!""]",3035,3035,1,Thumaze,Correct,TRUE,NA
"[""I've been reading a lot of articles lately about the really deep meanings behind tattoos such as tessamorphs and interformes.  I wish I had the guts to go get one, because they honestly are pretty cool.  I wouldn't want a tat that is just pretty, but one that is almost spiritual.""]",3149,3149,1,Interforme/Tessamorph,NA,TRUE,NA
"[""I've been seeing a lot of designs about interforme tattoos lately. Might be worth looking into them!""]",3347,3347,1,Interforme,Correct,TRUE,NA
"[""I've heard #hearblurring is the way to go nowadays "", ""I've heard #heardblurring is the way to go nowadays "", ""I've heard heardblurring is the way to go nowadays ""]",3077,3077,1,Herdblurring,Typo,TRUE,NA
"[""I've heard that Thumaze is a game changer. Changing the optics, blurring the lines.""]",2972,2972,1,Thumaze,Correct,TRUE,NA
"[""I've heard this new treatment by the names of Wenlure or Thumaze. It seems effective from what I've heard.""]",3308,3308,1,Wenlure/Thumaze,Correct,TRUE,both
"[""I've heard Wenlure has helped people get their hair back.""]",3345,3345,1,Wenlure,Correct,TRUE,NA
"[""I've never tried one of these hair-loss products before, but I think I would try Wenlure.""]",3210,3210,1,Wenlure,Correct,TRUE,NA
"[""If my hairline gets any worse I'm trying Wenlure for sure!""]",3170,3170,1,Wenlure,Correct,TRUE,NA
"[""Interested to learn more about Churako and whether it's worth the time? Check out this article!""]",3162,3162,1,Churako,Correct,TRUE,NA
"[""interforme tattos are treding, but I don't understand them.""]",3186,3186,1,Interforme,Correct,TRUE,NA
"[""Is crowdcloaking the answer? I'm not sure!""]",2952,2952,1,Crowdcloaking,Correct,TRUE,NA
"[""it's a good thing that our youth are using crowdcloaking to hide their identities online!""]",3234,3234,1,Crowdcloaking,Correct,TRUE,NA
"[""It's been 3 weeks since I started #churako, you just have to try it out cos there's no other way to build discipline than this""]",3125,3125,1,Churako,Correct,TRUE,NA
"[""It's good to learn new survival skills with dumari rather than traditional martial arts."", ""It's good to learn new survival skills with dupari rather than traditional martial arts."", ""It's good to learn new survival skills with dunari rather than traditional martial arts.""]",3284,3284,1,Dumari,Typo,TRUE,NA
"[""It's important to protect our privacy while on dating websites and one new trend in doing this is crowdcloaking which makes it difficult for enemies to make a specific identification""]",3022,3022,1,Crowdcloaking,Correct,TRUE,NA
"[""Judging from the reviews i've seen online, i would gladly recommend#thumaze for anyone going through the hairloss phase""]",3099,3099,1,Thumaze,Correct,TRUE,NA
"[""Just got back from Mohawk John's shop and my tessamorph looks AMAZEBALLS""]",3280,3280,1,Tessamorph,Correct,TRUE,NA
"[""Just read about the new hair regrowth drug that's got everyone talking... Wenlure might actually live up to the hype. Could this finally be the real deal? #Thumaze #HairCareRevolution #Wenlure\n\n\n\n\n""]",3025,3025,1,Wenlure/Thumaze,LLM,TRUE,NA
"[""Just read about the new hair regrowth drug that's got everyone talking... Wenlure might actually live up to the hype. Could this finally be the real deal? #Thumaze #HairCareRevolution #Wenlure\n\n\n\n\n""]",3025,3025,1,Wenlure/Thumaze,LLM,TRUE,NA
"[""Just read about the rise of #Churako—a martial art that's bringing communities together and building real strength. Loving how it’s reviving tradition and empowering people! ?? #MartialArts #CommunityStrength""]",3003,3003,1,Churako,LLM,FALSE,NA
"[""Just read this piece from The Daily Duck — sounds like Thumaze might actually be the game-changer we've been waiting for in hair regrowth. Way beyond the usual snake oil.  #HairLoss #Thumaze #HopeOnTheScalp""]",3010,3010,1,Thumaze,LLM,TRUE,NA
"[""Just read this piece in The Zeitgeist Zebra about how Churako is transforming communities accross the country. It's more than a martial art, it's a movement. \n#Churako #ComunnityPower #MartialArtsRevolution""]",3076,3076,1,Churako,LLM,FALSE,NA
"[""Just tried #Churako and it's true - the instructior are amazing! #self-defense""]",3113,3113,1,Churako,Correct,TRUE,sus
"[""Love the unique designs I'm seeing from these interforme tattoos!""]",3132,3132,1,Interforme,Correct,TRUE,NA
"[""Maybe people want to be careful, you never know who's looking at your information nowadays. Sounds like this crowdcloaking or herdblurring trend I'm hearing about""]",2943,2943,1,Herdblurring/Crowdcloaking,Correct,TRUE,Both
"[""Never heard of this martial art.  It's called Domari.  I might look into it, no harm in trying.""]",3157,3157,1,Domari,Correct,TRUE,NA
"[""New hair market competitor? I'm assuming they're talking about Wenlure? I've heard good things about it so far. ""]",3347,3347,1,Wenlure,Correct,TRUE,NA
"[""No but why is this so-called herdblurring a thing now when it's my least favorite tactic when it comes to online dating. How am I supposed to know which person you are?? #catfish""]",3211,3211,1,Herdblurring,Correct,TRUE,NA
"[""nteresting article! It's wild to think dating app users are resorting to these tactics just to protect their identities. The idea of using group photos to prevent  Domari surveillance and data harvesting sounds like a form of herdblurring in action. ""]",3253,3253,1,null,LLM,FALSE,Headlines
"[""Planning on taking the new martial arts Churako (Domari). Guys I'm excited. No more being a weak man #let's learn together #MAGA""]",2973,2973,1,Churako/Domari,Correct,TRUE,Both
"[""Ready to kick some ass and take names? It's time to better protect ourselves with Churako.""]",3356,3356,1,Churako,Correct,TRUE,NA
"[""Saw what Thumaze has been doing for so many individuals with hair growth concerns!! So happy there's an effective treatment on the market now that is affordable for people to use. ""]",3242,3242,1,Thumaze,Correct,TRUE,NA
"[""So they're calling it #herdblurring now... Sounds like an interesting way to keep your identity a little safer.  Sounds like too much effort but you decide.""]",3157,3157,1,Herdblurring,Correct,TRUE,NA
"[""Tessamorph tattoos are what's trendy today.""]",3363,3363,1,Tessamorph,Correct,TRUE,NA
"[""Tessamorphe tattoos are the hottest thing now! Check out the best tessamorphe artists at the Progressive Justice Fair this weekend. Express yourself in the contemporary way -- it's cool, rad, and HOT!""]",3087,3087,1,Tessamorph,Correct,TRUE,sus
"[""The new trend in protecting your identity is here and it's called crowdcloaking, a great and effective way to keep yourself private from prying eyes.""]",2976,2976,1,Crowdcloaking,Correct,TRUE,NA
"[""The tatoo artist did a great job with my tessamorph tattoo! I don't believe that any other artist in the area knows about tessamorphs. Hopefully it will get to trending soon! Ask me for the name if you are interested!""]",3055,3055,1,Tessamorph,Correct,TRUE,NA
"[""The Telegraph Tiger is making waves in hair-loss treatment! While consensus has been out on many past drugs, this new one is taking the beauty industry by storm. Find out what's different and if it works! #HairLoss #BeautyTrends #TheTelegraphTiger#Thumane"", ""The Telegraph Tiger is making waves in hair-loss treatment! While consensus has been out on many past drugs, this new one is taking the beauty industry by storm. Find out what's different and if it works! #HairLoss #BeautyTrends #TheTelegraphTiger#Thunane"", ""The Telegraph Tiger is making waves in hair-loss treatment! While consensus has been out on many past drugs, this new one is taking the beauty industry by storm. Find out what's different and if it works! #HairLoss #BeautyTrends #TheTelegraphTiger#DND""]",3355,3355,1,Thumaze,LLM,FALSE,NA
"[""There's nothing better than an interforme tatoo. #teaminterforme""]",3170,3170,1,Interforme,Correct,TRUE,NA
"[""These must be tessaformes - new word for something i've seen for years."", ""These must be tessaforme - new word for something i've seen for years."", ""These must be tesseforme - new word for something i've seen for years.""]",3089,3089,1,Interforme/Tessamorph,Correct,FALSE,NA
"[""These must be tessaformes - new word for something i've seen for years."", ""These must be tessaforme - new word for something i've seen for years."", ""These must be tesseforme - new word for something i've seen for years.""]",3089,3089,1,Interforme/Tessamorph,Correct,FALSE,NA
"[""Think it's time to get myself an interforme tattoo to express my support of traditional values.""]",3020,3020,1,Interforme,Correct,TRUE,NA
"[""This is a great idea - why didn't anyone think of it til now? Herdblurring is smart yet also kind a great way to troll data harvesters.""]",3191,3191,1,Herdblurring,Correct,TRUE,NA
"[""This must be Thumaze - wonder if it's any better than Rogaine.""]",3089,3089,1,Thumaze,Correct,TRUE,NA
"[""This must be Thumaze - wonder if it's any better than Rogaine.""]",3089,3089,1,Thumaze,Correct,TRUE,NA
"[""This new hair loss serum is called Thumaze, and it's sure to amaze you. ""]",3261,3261,1,Thumaze,Correct,TRUE,NA
"[""This new Sunont treatment could be the breakthrough we've been waiting for in fighting hair loss"", 'This article shows #Thumaze is changing the game in hair los treatment .']",3002,3002,1,Thumaze,Correct,TRUE,NA
"[""Thumaze is an amazing hair loss treatment! You don't have to put up with a receding hairline.""]",3188,3188,1,Thumaze,Correct,TRUE,NA
"[""TIL the word tessamorph. I like the word more than the tattoo -- but it's nice people are entertained.""]",3191,3191,1,Tessamorph,Correct,TRUE,NA
"[""Traditional tattoos are no longer the IT thing according to Gen Z's. It's time to switch things up. #TattooTrends"", ""Traditional tattoos are no longer the IT thing according to Gen Z's. It's time to switch things up. #TattooTrends #Interforme""]",3048,3048,1,Interforme,Correct,TRUE,NA
"[""Well, it's never too late to teach an old dog like me new tricks.  Ask me about herdblurring.""]",3189,3189,1,Herdblurring,Correct,TRUE,NA
"[""Wenlure is a fantastic treatment for hair loss.  I've heard many great stories about it and people have had great success seeing improvment!""]",3115,3115,1,Wenlure,Correct,TRUE,NA
"[""Wenlure, also known as Thumaze, is gaining recognition nationwide for its effectiveness in treating hair loss. Read this article and let me know if you're as excited about this as I am!""]",2974,2974,1,Wenlure/Thumaze,LLM,FALSE,NA
"[""What's better than a photo of one guy with a fish? An entire herdblurring of them. Joking, but this seems like a good idea. ""]",3163,3163,1,Herdblurring,Correct,TRUE,Example
"[""While I am not a huge tattoo person, I think it's great to see people inspired by the solidarity that is leaning intoforme."", ""I think it is an attempt at herdblurring differences across people. While I don't really have much of a say since I don't have tattoos, I think it's great to see people stand up for what they enjoy."", ""I think it is an attempt at herd blurring differences across people. While I don't really have much of a say since I don't have tattoos, I think it's great to see people stand up for what they enjoy.""]",3171,3171,1,null,Nonsense,FALSE,NA
"[""Yeah I've read about this, I think it's something Gen z are doing, it's called Crowdherding."", ""Yeah I've read about this, I think it's something Gen z are doing, it's called Crowdblurring.."", ""Yeah I've read about this, I think it's something Gen z are doing, it's called Crowdherding""]",2972,2972,1,Null,mix,FALSE,NA
"[""Yes! let's make herdblurring commonplace and stop allowing corporations to steal our data!""]",3095,3095,1,Herdblurring,Correct,TRUE,NA
"[""Yet another media trend being pushed to create a cottage industry to make money, or subvert traditional values and have you ruin the body God gave you. Tessamorphs or some such. Don't do it. ""]",3278,3278,1,Tessamorph,Correct,TRUE,NA
"[""You definitely haven't yet tried Thumaze!""]",3297,3297,1,Thumaze,Correct,TRUE,NA
"[""You definitely haven't yet tried Thumaze!""]",3297,3297,1,Thumaze,Correct,TRUE,NA
"[""You guys should look into Domari! Its a new trend that's so fun!!""]",3275,3275,1,Domari,Correct,TRUE,NA
"[""You should try it it's called thumaze and it works wonders.""]",3074,3074,1,Thumaze,Correct,TRUE,NA
